codigo_comuna;median_y1;pct_iae_2;pct_iai_2;pct_oficio1_9.0;count_hacinamiento_1;count_hacinamiento_2;count_hacinamiento_3;count_hacinamiento_4;count_hacinamiento_9;pct_trabajo_informal;pct_o25c_1.0;densidad;poblacion;comuna;region;casos_totales
1101;370000.0;13.587.605.608.882.200;33.541.049.232.538.500;1.859.267.734.553.770;153644.0;15856.0;5212.0;5343.0;801.0;2.661.804.680.766.420;4.411.367.465.433.930;85.4;191468;Iquique;Tarapacá;812.0
1107;330000.0;12.270.518.464.846.300;3.318.080.506.572.360;21.954.296.929.763.000;104432.0;15637.0;5109.0;1617.0;176.0;3.197.286.379.204.350;533.125.028.302.314;189.2;108375;Alto Hospicio;Tarapacá;504.0
1401;300000.0;46.932.035.459.760.100;261.602.642.099.774;21.421.091.997.008.200;10795.0;5376.0;563.0;477.0;48.0;2.777.951.769.495.770;17.492.041.032.897.000;1.14;15711;Pozo Almonte;Tarapacá;20.0
1402;350000.0;0.0;2.259.615.384.615.380;13.445.378.151.260.500;665.0;111.0;0.0;45.0;11.0;6.733.333.333.333.330;6.547.619.047.619.040;0.57;1250;Camina;Tarapacá;0.0
1404;350000.0;1.261.467.889.908.250;2.319.380.733.944.950;1.740.013.540.961.400;2530.0;629.0;119.0;210.0;0.0;6.629.055.007.052.180;0.0;0.26;2730;Huara;Tarapacá;18.0
1405;300000.0;8.803.570.336.858.830;17.056.917.527.663.900;2.253.449.803.772.620;14942.0;615.0;0.0;650.0;150.0;4.932.371.505.861.130;18.143.289.606.458.100;01.04;9296;Pica;Tarapacá;37.0
2101;400000.0;15.315.882.659.618.900;2.852.519.266.803.280;14.967.120.553.837.300;349492.0;27094.0;5246.0;2345.0;3277.0;19.308.308.673.503.800;46.774.515.540.563.700;11.8;361873;Antofagasta;Antofagasta;1140.0
2102;400000.0;8.508.109.026.067.750;2.509.127.961.280.460;2.348.599.545.798.630;9684.0;1761.0;0.0;48.0;284.0;1.319.622.964.867.180;13.222.821.896.684.600;3.54;13467;Mejillones;Antofagasta;226.0
2103;400000.0;7.608.178.792.201.610;6.894.912.030.432.710;29.688.972.667.295.000;1846.0;193.0;64.0;0.0;0.0;48.144.433.299.899.600;57.655.954.631.379.900;0.79;10186;Sierra Gorda;Antofagasta;11.0
2104;500000.0;0.0;3.874.160.882.921.830;11.905.483.186.913.000;7629.0;849.0;32.0;128.0;151.0;2.685.830.429.732.860;3.554.256.010.396.360;0.65;13317;Taltal;Antofagasta;23.0
2201;550000.0;12.535.367.964.178.700;1.272.628.629.508.550;1.850.988.437.150.310;132633.0;6363.0;2655.0;1646.0;2315.0;13.232.032.854.209.400;37.246.170.288.564.200;10.6;165731;Calama;Antofagasta;254.0
2203;400000.0;6.637.214.683.917.110;3.786.683.496.371.090;11.023.466.771.839.800;9372.0;135.0;0.0;0.0;0.0;20.417.257.443.791.700;53.952.321.204.516.900;0.47;10996;San Pedro de Atacama;Antofagasta;5.0
2301;350000.0;11.880.714.437.593.000;1.891.345.949.394.000;1.759.049.018.298.380;17285.0;1130.0;0.0;100.0;297.0;4.184.106.141.430.720;3.459.836.623.553.430;6.24;25186;Tocopilla;Antofagasta;25.0
2302;500000.0;0.0;2.775.055.679.287.300;2.374.616.171.954.960;1629.0;466.0;150.0;0.0;0.0;33.950.617.283.950.600;1.562.829.989.440.330;0.53;6457;Maria Elena;Antofagasta;132.0
3101;420000.0;8.670.693.497.121.260;27.194.679.154.365.600;18.043.719.376.079.200;159655.0;13243.0;1843.0;1745.0;328.0;19.091.344.140.695.100;3.662.573.580.606.360;9.23;153937;Copiapo;Atacama;96.0
3102;350000.0;4.820.890.525.610.980;16.712.420.488.784.700;1.968.359.700.249.790;12905.0;1982.0;48.0;0.0;0.0;4.024.740.050.197.200;19.256.614.867.702.600;3.79;17662;Caldera;Atacama;5.0
3103;350000.0;9.554.392.641.928.320;2.984.459.245.163.330;29.880.335.774.245.400;11345.0;1083.0;184.0;0.0;0.0;28.998.649.430.831.500;18.779.677.113.010.400;1.25;14019;Tierra Amarilla;Atacama;23.0
3201;420000.0;2.131.249.444.987.120;24.482.727.999.289.500;1.569.222.981.523.660;10488.0;395.0;378.0;0.0;0.0;21.817.162.086.371.200;2.712.378.640.776.690;2.12;12219;Chanaral;Atacama;0.0
3202;500000.0;1.281.894.762.544.250;11.048.712.000.976.600;11.555.555.555.555.500;7194.0;743.0;100.0;85.0;69.0;24.686.998.394.863.500;12.724.434.035.909.400;0.75;13925;Diego de Almagro;Atacama;5.0
3301;370000.0;22.476.936.627.880.000;313.244.633.999.351;25.037.648.502.426.200;37740.0;3107.0;1552.0;620.0;123.0;26.893.782.842.297.900;4.029.793.735.676.080;7.33;51917;Vallenar;Atacama;46.0
3302;270000.0;14.610.024.724.657.200;21.847.606.203.641.200;389.354.066.985.646;4325.0;0.0;0.0;0.0;124.0;4.505.874.222.529.370;10.674.157.303.370.700;0.89;5299;Alto del Carmen;Atacama;0.0
3303;340000.0;58.782.487.353.915.900;4.615.384.615.384.610;2.761.767.531.219.980;4869.0;375.0;279.0;210.0;0.0;3.652.501.344.809.030;34.089.586.969.168.100;2.19;7041;Freirina;Atacama;1.0
3304;400000.0;2.764.376.059.460.160;4.824.618.594.340.850;16.170.525.542.080.100;7310.0;359.0;0.0;0.0;0.0;2.644.490.644.490.640;3.504.835.589.941.970;6.34;10149;Huasco;Atacama;1.0
4101;370000.0;10.084.232.758.477.300;2.982.696.113.485.550;2.138.287.342.169.430;219367.0;13040.0;5192.0;1992.0;933.0;2.781.566.388.378.480;5.233.275.901.832.830;116.8;221054;La Serena;Coquimbo;89.0
4102;300000.0;17.221.266.886.026.500;2.335.438.747.333.780;24.879.486.734.870.800;214889.0;17440.0;7044.0;1734.0;809.0;3.001.321.297.588.320;5.698.955.170.106.540;159.4;227730;Coquimbo;Coquimbo;67.0
4103;300000.0;16.627.954.638.611.800;3.139.773.193.059.160;17.334.458.034.584.500;6573.0;475.0;64.0;0.0;207.0;23.617.868.199.911.500;21.467.391.304.347.800;35.7;11044;Andacollo;Coquimbo;4.0
4104;300000.0;0.0;3.796.419.983.970.070;17.011.019.283.746.500;3140.0;583.0;20.0;0.0;0.0;6.452.312.138.728.320;5.154.639.175.257.730;01.02;4241;La Higuera;Coquimbo;0.0
4105;274000.0;0.0;2.753.910.552.985.230;4.562.118.126.272.910;4299.0;0.0;160.0;0.0;80.0;2.127.490.039.840.630;3.526.275.704.493.520;03.01;4497;Paiguano;Coquimbo;0.0
4106;274000.0;0.0;18.731.725.840.136.600;5.049.199.305.421.570;23612.0;2723.0;0.0;0.0;0.0;22.388.815.722.824.400;14.488.188.976.377.900;3.65;27771;Vicuna;Coquimbo;10.0
4201;300000.0;42.247.444.577.193.600;2.370.569.494.225.400;2.485.149.392.676.650;25321.0;3643.0;1128.0;0.0;40.0;23.224.458.792.252.100;2.718.359.179.589.790;11.7;30848;Illapel;Coquimbo;19.0
4202;270000.0;24.073.314.184.106.100;13.363.424.976.063.400;23.639.240.506.329.100;6990.0;321.0;0.0;0.0;0.0;6.311.158.042.942.620;4.416.575.790.621.590;4.14;9093;Canela;Coquimbo;2.0
4203;287000.0;0.0;22.505.800.464.037.100;2.039.892.315.222.710;18160.0;337.0;0.0;0.0;36.0;4.995.561.192.136.960;19.318.181.818.181.800;11.7;21382;Los Vilos;Coquimbo;1.0
4204;276000.0;6.958.259.132.172.170;3.417.452.113.104.280;3.229.445.776.336.200;19031.0;2864.0;1128.0;0.0;0.0;16.969.953.449.005.400;17.610.677.083.333.300;8.52;29347;Salamanca;Coquimbo;11.0
4301;280000.0;10.120.331.084.370.800;33.738.784.169.159.000;3.085.759.805.462.960;107655.0;5676.0;722.0;963.0;0.0;2.513.157.894.736.840;3.492.772.986.760.590;29.0;111272;Ovalle;Coquimbo;59.0
4302;270000.0;18.630.186.301.863.000;2.861.128.611.286.110;2.692.307.692.307.690;10222.0;889.0;0.0;0.0;0.0;4.369.912.994.667.410;10.726.511.981.742.100;5.9;13322;Combarbala;Coquimbo;6.0
4303;280000.0;34.382.064.807.837.200;2.996.734.488.821.900;5.038.638.605.721.800;28467.0;3381.0;0.0;0.0;0.0;4.532.927.550.934.140;10.877.461.288.472.500;07.04;30751;Monte Patria;Coquimbo;17.0
4304;300000.0;0.0;925.570.688.662.958;15.883.211.678.832.100;8709.0;1402.0;315.0;0.0;0.0;4.869.751.762.182.040;2.253.267.237.494.360;8.18;10956;Punitaqui;Coquimbo;10.0
4305;270000.0;6.155.778.894.472.360;17.814.070.351.758.700;37.681.159.420.289.800;3539.0;441.0;0.0;0.0;0.0;5.513.157.894.736.840;2.203.636.363.636.360;1.96;4278;Rio Hurtado;Coquimbo;2.0
5101;300000.0;5.099.275.637.060.240;2.433.620.018.757.600;20.292.914.866.627.000;229727.0;14651.0;2340.0;3137.0;710.0;33.057.040.026.175.100;6.370.045.807.608.040;738.7;296655;Valparaiso;Valparaíso;354.0
5102;270000.0;2.348.163.841.807.900;2.762.770.715.630.880;2.375.821.136.337.440;33263.0;425.0;0.0;0.0;296.0;3.056.939.277.381.920;17.883.403.361.344.500;28.2;26867;Casablanca;Valparaíso;21.0
5103;275000.0;41.649.276.998.993.400;3.331.696.658.728.790;2.442.866.651.874.860;72829.0;8368.0;0.0;0.0;269.0;21.581.486.269.193.100;5.046.654.461.702.000;554.6;42152;Concon;Valparaíso;43.0
5105;260000.0;0.0;2.309.075.583.028.940;31.816.586.735.290.600;14654.0;1438.0;1111.0;592.0;0.0;4.945.692.605.267.070;4.770.005.443.658.130;61.8;18546;Puchuncavi;Valparaíso;4.0
5107;350000.0;7.598.697.161.673.640;20.795.304.055.263.200;24.190.395.240.119;26839.0;0.0;0.0;1100.0;0.0;4.442.384.924.312.630;2.753.388.630.386.400;215.7;31923;Quintero;Valparaíso;33.0
5109;320000.0;25.844.101.709.045.400;2.536.006.381.969.490;17.051.970.402.328.400;259634.0;13308.0;2800.0;1604.0;938.0;2.959.808.286.063.040;566.172.611.614.818;2748.8;334248;Vina del Mar;Valparaíso;408.0
5301;300000.0;24.266.653.086.168.200;21.785.241.393.359.100;19.335.532.654.074.000;74177.0;3870.0;0.0;182.0;315.0;2.222.869.583.882.730;2.469.499.090.758.800;53.5;66708;Los Andes;Valparaíso;72.0
5302;250000.0;24.923.843.810.578.700;2.778.547.032.216.370;4.132.781.989.432.570;9019.0;1482.0;224.0;108.0;0.0;1.204.323.211.528.560;30.064.754.856.614.200;46.1;14832;Calle Larga;Valparaíso;20.0
5303;280000.0;9.877.704.609.595.480;3.381.937.911.571.020;4.816.369.359.916.050;8504.0;0.0;0.0;0.0;0.0;2.894.360.148.869.160;14.808.831.448.572.900;89.3;10207;Rinconada;Valparaíso;10.0
5304;250000.0;2.063.720.014.892.820;19.924.472.102.547.700;42.682.602.921.646.700;17693.0;460.0;648.0;0.0;0.0;5.950.366.610.265.080;26.176.590.261.765.900;27.7;18855;San Esteban;Valparaíso;14.0
5401;270000.0;9.142.229.105.260.520;2.494.879.352.550.330;2.773.642.881.529.530;37467.0;2567.0;0.0;0.0;0.0;2.887.681.670.664.590;29.720.661.672.908.800;30.4;35390;La Ligua;Valparaíso;8.0
5402;310000.0;347.594.830.401.717;12.032.846.545.047.300;3.046.411.225.040.470;19383.0;2050.0;0.0;0.0;0.0;19.360.245.844.391.600;2.619.529.668.275.960;13.3;19388;Cabildo;Valparaíso;11.0
5403;300000.0;0.0;20.473.917.490.623.900;19.739.776.951.672.800;5616.0;250.0;0.0;0.0;0.0;4.425.128.407.743.970;4.901.871.291.647.640;98.9;6356;Papudo;Valparaíso;4.0
5404;270000.0;11.313.639.220.615.900;31.259.166.142.887.000;3.478.376.935.397.750;9465.0;81.0;0.0;0.0;0.0;2.324.849.871.318.270;4.143.944.197.844.000;6.48;9826;Petorca;Valparaíso;10.0
5405;290000.0;13.537.227.375.282.000;2.480.571.571.822.510;1.495.575.221.238.930;7675.0;303.0;0.0;0.0;0.0;4.333.130.328.867.230;2.610.605.585.189.830;25.5;7339;Zapallar;Valparaíso;0.0
5501;270000.0;3.969.014.798.408.860;26.426.674.600.288.600;2.847.427.317.311.070;85138.0;3993.0;1510.0;0.0;112.0;21.990.981.616.371.800;4.410.403.701.930.740;299.5;90517;Quillota;Valparaíso;56.0
5502;280000.0;609.497.694.129.378;31.313.544.986.734.500;20.597.849.008.857.000;49689.0;5767.0;0.0;705.0;0.0;29.387.384.318.401.100;3.840.234.518.138.510;835.4;50544;Calera;Valparaíso;39.0
5503;270000.0;0.0;32.141.440.190.438.400;4.605.534.902.932.670;18601.0;1563.0;0.0;0.0;0.0;31.542.158.147.662.700;28.611.385.324.119.700;67.4;17988;Hijuelas;Valparaíso;5.0
5504;300000.0;1.278.969.957.081.540;26.975.679.542.203.100;3.098.674.521.354.930;15388.0;1803.0;284.0;0.0;0.0;20.288.135.593.220.300;5.372.340.425.531.910;283.3;22098;La Cruz;Valparaíso;24.0
5506;280000.0;6.313.286.007.711.430;4.834.420.381.247.520;3.687.022.900.763.350;23677.0;3261.0;648.0;0.0;165.0;3.422.847.399.829.490;3.145.808.019.441.060;54.6;22120;Nogales;Valparaíso;9.0
5601;300000.0;76.494.243.267.425.000;4.242.480.851.858.770;25.608.207.375.681.600;87982.0;11522.0;777.0;1426.0;0.0;23.056.176.101.999.600;5.247.193.118.786.670;225.6;91350;San Antonio;Valparaíso;280.0
5602;355000.0;0.0;15.919.929.718.875.500;8.416;14751.0;700.0;396.0;0.0;89.0;2.158.501.922.755.390;3.210.955.710.955.710;78.5;13817;Algarrobo;Valparaíso;32.0
5603;280000.0;0.0;2.572.087.658.592.840;1.961.149.961.149.960;28815.0;1530.0;0.0;0.0;0.0;44.601.421.354.568.000;3.680.177.455.132.080;92.4;22738;Cartagena;Valparaíso;31.0
5604;280000.0;0.0;2.923.497.267.759.560;2.468.795.007.201.150;17672.0;1360.0;0.0;0.0;0.0;21.166.101.694.915.200;4.426.556.489.528.420;312.8;15955;El Quisco;Valparaíso;30.0
5605;275000.0;0.0;2.688.585.352.460.700;175;13449.0;1120.0;0.0;0.0;0.0;2.938.812.785.388.120;26.599.457.153.935.600;134.2;13286;El Tabo;Valparaíso;29.0
5606;380000.0;5.037.447.419.718.880;24.510.105.673.540.500;2.796.827.021.494.370;9035.0;544.0;168.0;0.0;0.0;21.233.455.364.686.000;21.632.996.632.996.600;20.3;10900;Santo Domingo;Valparaíso;35.0
5701;320000.0;3.806.341.481.131.730;2.541.798.326.856.250;3.078.948.129.719.090;77520.0;3389.0;1036.0;654.0;0.0;2.313.215.722.686.470;2.879.643.086.490.680;413.1;76844;San Felipe;Valparaíso;72.0
5702;270000.0;8.632.504.096.529.120;24.087.591.240.875.900;4.188.877.229.800.620;11477.0;680.0;1041.0;228.0;0.0;4.201.077.199.281.860;2.501.176.470.588.230;38.7;13998;Catemu;Valparaíso;5.0
5703;270000.0;34.534.660.088.636.100;3.001.087.047.411.990;4.177.126.917.712.690;20438.0;2608.0;0.0;872.0;0.0;3.403.313.779.973.240;56.786.703.601.108.000;70.5;24608;Llaillay;Valparaíso;33.0
5704;290000.0;995.787.054.768.288;256.478.999.106.345;3.256.765.261.170.540;7479.0;270.0;0.0;84.0;0.0;21.215.106.732.348.100;1.872.160.934.458.140;59.7;7273;Panquehue;Valparaíso;3.0
5705;270000.0;6.508.742.244.782.850;3.534.122.955.442.750;4.048.233.169.976.780;14685.0;3045.0;0.0;0.0;0.0;30.960.648.148.148.100;3.759.118.654.161.080;11.4;16754;Putaendo;Valparaíso;21.0
5706;300000.0;14.311.058.545.239.500;2.467.310.598.593.860;4.334.975.369.458.120;13775.0;1294.0;0.0;150.0;0.0;29.636.612.958.519.000;3.806.737.588.652.480;91.7;15241;Santa Maria;Valparaíso;26.0
5801;320000.0;3.349.303.923.341.160;20.395.272.102.693.900;18.014.067.025.237.800;169377.0;5813.0;0.0;1660.0;142.0;3.085.542.006.029.780;5.505.819.430.516.300;282.6;151708;Quilpue;Valparaíso;124.0
5802;290000.0;8.097.631.623.785.990;2.929.374.680.524.790;4.180.377.207.062.600;41897.0;4435.0;620.0;0.0;0.0;30.274.356.103.023.500;3.627.853.881.278.530;156.9;46121;Limache;Valparaíso;68.0
5803;290000.0;0.0;2.681.318.681.318.680;6.099.042.989.518.450;16237.0;598.0;0.0;0.0;0.0;37.514.197.631.023.800;237.778.167.163.133;75.5;17516;Olmue;Valparaíso;6.0
5804;350000.0;3.265.143.758.925.830;2.024.819.526.955.200;43.361.395.989.591.300;147349.0;3589.0;1664.0;510.0;235.0;2.632.302.764.431.440;6.364.985.658.061.500;1304.6;126548;Villa Alemana;Valparaíso;109.0
6101;300000.0;2.129.225.694.069.760;2.298.908.603.227.940;2.252.902.125.134.440;238420.0;16015.0;4066.0;316.0;667.0;20.671.687.280.020.400;4.320.689.620.487.440;928.7;241744;Rancagua;O’Higgins;195.0
6102;300000.0;18.567.439.052.003.900;14.989.810.551.739.700;476.750.307.071.416;12909.0;340.0;0.0;0.0;0.0;841.003.428.983.938;2.266.594.711.279.000;45.3;12988;Codegua;O’Higgins;6.0
6103;270000.0;182.587.986.239.746;2.552.262.503.307.750;3.604.985.618.408.430;6468.0;920.0;0.0;170.0;0.0;37.350.565.428.109.800;2.484.349.258.649.090;75.1;7359;Coinco;O’Higgins;8.0
6104;300000.0;4.185.709.508.416.000;2.502.508.081.596.250;3.632.009.016.624.400;16424.0;1518.0;0.0;0.0;0.0;2.035.590.277.777.770;2.469.327.535.331.570;87.1;19597;Coltauco;O’Higgins;16.0
6105;380000.0;3.644.354.912.553.790;15.360.314.989.469.800;2.191.369.154.946.500;19851.0;1991.0;0.0;0.0;0.0;2.277.667.984.189.720;12.317.300.026.574.500;267.8;20887;Donihue;O’Higgins;20.0
6106;300000.0;57.987.804.878.048.700;2.340.548.780.487.800;4.011.133.724.410.390;29089.0;3196.0;320.0;195.0;0.0;2.257.318.443.137.510;22.221.525.731.837.200;295.9;33437;Graneros;O’Higgins;32.0
6107;275000.0;3.066.507.367.582.630;24.133.811.230.585.400;4.341.311.343.523.730;21722.0;3388.0;0.0;0.0;0.0;27.458.236.413.618.100;18.398.463.971.086.500;32.9;24640;Las Cabras;O’Higgins;13.0
6108;300000.0;7.829.199.824.873.160;25.050.864.044.914.800;26.515.318.492.395.800;34232.0;3485.0;1112.0;0.0;0.0;3.204.686.013.320.640;3.742.682.926.829.260;20.2;52505;Machali;O’Higgins;29.0
6109;270000.0;5.463.470.157.217.040;2.154.086.931.777.760;3.888.803.563.200.730;13342.0;335.0;268.0;0.0;112.0;3.500.818.330.605.560;2.729.093.640.460.690;118.7;13407;Malloa;O’Higgins;2.0
6110;290000.0;9.057.678.113.247.330;1.396.435.977.645.770;3.103.589.240.454.580;25865.0;2274.0;312.0;0.0;0.0;2.388.288.364.967.230;2.345.614.945.511.150;48.4;25343;Mostazal;O’Higgins;7.0
6111;298000.0;0.0;29.697.512.574.932.800;3.789.749.922.815.680;12075.0;1782.0;152.0;504.0;0.0;11.509.400.808.293.700;2.056.338.028.169.010;302.4;13608;Olivar;O’Higgins;16.0
6112;290000.0;14.773.237.539.290.500;2.937.969.080.762.070;42.497.959.183.673.400;13729.0;1461.0;399.0;0.0;0.0;28.934.951.129.086.600;9.110.128.771.862.380;93.5;14313;Peumo;O’Higgins;5.0
6113;270000.0;5.260.232.440.626.570;12.177.867.609.903.900;6.583.829.592.304.160;19250.0;540.0;0.0;0.0;0.0;21.747.598.026.486.600;9.971.188.776.149.310;61.6;19714;Pichidegua;O’Higgins;6.0
6114;270000.0;970.505.849.398.583;2.100.016.477.179.100;3.796.576.032.225.570;10464.0;1370.0;304.0;0.0;0.0;32.758.262.315.526.900;16.979.895.104.895.100;139.8;13002;Quinta de Tilcoco;O’Higgins;2.0
6115;270000.0;35.578.261.468.100.400;2.860.792.021.658.990;33.351.506.065.149.200;59387.0;3710.0;838.0;1442.0;0.0;20.978.070.332.343.500;2.300.810.938.579.580;77.9;58825;Rengo;O’Higgins;22.0
6116;275000.0;6.971.908.062.750.820;3.331.265.961.327.980;34.296.190.305.848.600;25279.0;1515.0;224.0;392.0;0.0;2.334.111.059.262.710;16.698.879.010.436.700;41.6;27968;Requinoa;O’Higgins;10.0
6117;300000.0;9.532.755.106.119.340;19.699.028.738.159;31.661.264.598.446.200;47507.0;2003.0;528.0;0.0;0.0;2.651.502.930.580.200;17.115.117.891.816.900;93.9;46766;San Vicente;O’Higgins;35.0
6201;320000.0;0.0;1.879.177.377.892.030;2.152.109.785.815.050;15560.0;0.0;0.0;0.0;0.0;3.731.439.638.476.430;305.642.144.638.404;21.9;16394;Pichilemu;O’Higgins;5.0
6202;300000.0;27.747.551.686.615.800;17.110.990.206.746.400;3.218.978.102.189.780;3636.0;0.0;40.0;0.0;0.0;2.473.895.582.329.310;28.363.047.001.620.700;6.99;3041;La Estrella;O’Higgins;0.0
6203;300000.0;4.005.907.328.779.760;2.392.468.155.805.790;27.320.954.907.161.800;5087.0;330.0;0.0;0.0;0.0;35.210.577.864.838.300;18.021.978.021.978.000;10.2;6294;Litueche;O’Higgins;11.0
6204;295000.0;54.310.344.827.586.200;1.350.985.221.674.870;3.457.683.741.648.100;7674.0;90.0;256.0;100.0;0.0;20.423.947.293.039.200;2.354.471.544.715.440;11.1;7308;Marchihue;O’Higgins;0.0
6205;270000.0;0.0;2.220.781.626.227.070;3.298.906.439.854.190;4637.0;255.0;54.0;453.0;0.0;5.516.039.051.603.900;8.575.689.783.743.470;22.1;6641;Navidad;O’Higgins;10.0
6206;280000.0;0.0;21.210.762.331.838.500;5.019.593.872.461.700;5565.0;682.0;232.0;211.0;0.0;19.599.666.388.657.200;21.577.123.050.259.900;11.0;6188;Paredones;O’Higgins;2.0
6301;280000.0;30.674.123.456.143.300;2.252.229.833.270.020;3.032.273.248.801.150;72720.0;3057.0;574.0;0.0;0.0;2.045.814.587.161.770;3.913.450.972.787.790;30.3;73973;San Fernando;O’Higgins;14.0
6302;272000.0;554.227.666.567.075;23.356.737.376.755.300;5.673.397.717.295.870;11143.0;2049.0;196.0;0.0;0.0;3.298.755.186.721.990;14.643.134.212.567.800;29.9;15037;Chepica;O’Higgins;6.0
6303;270000.0;37.616.749.021.736.000;3.232.412.670.303.610;4.499.669.141.974.850;31634.0;3085.0;292.0;0.0;0.0;19.801.345.722.524.800;3.002.498.828.674.050;71.1;35399;Chimbarongo;O’Higgins;6.0
6304;270000.0;59.379.217.273.954.100;16.824.111.560.953.600;5.336.071.695.294.990;6246.0;423.0;0.0;0.0;0.0;11.381.074.168.797.900;10.037.021.801.727.600;11.4;6811;Lolol;O’Higgins;3.0
6305;270000.0;822.617.777.528.216;3.041.158.964.568.470;4.315.245.478.036.170;16712.0;117.0;332.0;648.0;0.0;2.358.098.068.350.660;17.602.162.505.962.700;160.7;17833;Nancagua;O’Higgins;5.0
6306;274000.0;3.779.688.431.088.780;43.432.365.710.394.100;5.635.752.422.384.810;10319.0;1164.0;264.0;0.0;0.0;2.363.067.292.644.750;1.416.842.105.263.150;52.7;12482;Palmilla;O’Higgins;0.0
6307;300000.0;34.004.683.840.749.400;2.441.217.798.594.840;4.558.823.529.411.760;9470.0;1053.0;152.0;0.0;0.0;18.407.032.498.668.000;30.340.291.678.581.600;38.9;11007;Peralillo;O’Higgins;2.0
6308;280000.0;2.108.469.017.219.160;2.369.684.901.019.090;4.602.055.800.293.680;7868.0;417.0;147.0;105.0;0.0;6.662.610.282.932.760;9.628.735.285.239.960;59.5;8738;Placilla;O’Higgins;4.0
6309;280000.0;0.0;20.369.104.579.630.800;4.061.990.212.071.770;2740.0;66.0;120.0;0.0;0.0;15.454.545.454.545.400;19.703.389.830.508.400;7.76;3421;Pumanque;O’Higgins;0.0
6310;276000.0;59.726.012.877.924.600;23.532.685.020.800.700;3.181.630.364.205.180;35929.0;957.0;594.0;0.0;259.0;2.454.108.660.835.280;2.704.463.994.786.570;90.2;37855;Santa Cruz;O’Higgins;11.0
7101;280000.0;3.539.709.246.271.050;2.107.832.202.204.280;21.684.819.343.081.300;243041.0;15864.0;1948.0;2699.0;933.0;23.268.384.784.213;3.694.266.907.416.420;949.8;220357;Talca;Maule;247.0
7102;310000.0;5.120.702.267.739.570;3.171.351.935.068.100;1.861.818.500.043.750;54514.0;2360.0;540.0;0.0;0.0;25.860.700.466.316.100;20.149.076.579.784.400;34.3;46068;Constitucion;Maule;28.0
7103;276000.0;0.0;1.828.209.340.530.390;36.185.383.244.206.700;7236.0;730.0;481.0;0.0;75.0;3.533.273.649.656.810;15.805.369.127.516.700;8.8;9448;Curepto;Maule;12.0
7104;276000.0;0.0;13.118.680.149.015.400;3.842.139.595.564.250;3473.0;285.0;0.0;0.0;0.0;3.748.006.379.585.320;12.376.237.623.762.300;7.33;4142;Empedrado;Maule;0.0
7105;270000.0;0.0;19.515.242.378.810.500;4.621.073.961.499.490;18613.0;3916.0;752.0;51.0;680.0;486.370.859.308.153;2.626.228.775.692.580;261.7;49721;Maule;Maule;36.0
7106;275000.0;5.815.176.558.978.210;19.729.526.671.675.400;5.546.094.039.244.720;5433.0;1186.0;0.0;36.0;0.0;28.594.122.319.301.000;8.295.872.496.935.020;25.4;8422;Pelarco;Maule;17.0
7107;270000.0;0.0;2.520.289.049.471.920;5.577.863.577.863.570;8847.0;148.0;0.0;0.0;0.0;34.688.346.883.468.800;10.348.706.411.698.500;8.62;8245;Pencahue;Maule;3.0
7108;300000.0;2.098.997.493.734.330;10.964.912.280.701.700;5.048.785.154.008.030;12063.0;705.0;0.0;0.0;0.0;3.733.150.559.744.110;12.044.989.775.051.100;32.3;13906;Rio Claro;Maule;13.0
7109;229000.0;0.0;25.136.974.083.229.200;5.732.046.761.922.430;34550.0;4191.0;400.0;0.0;100.0;5.133.767.172.812.720;18.277.164.033.002.300;9.61;43269;San Clemente;Maule;36.0
7110;275000.0;0.0;21.754.546.494.338.300;4.186.968.838.526.910;8643.0;100.0;0.0;0.0;0.0;4.046.052.631.578.940;8.627.325.208.466.960;34.9;9191;San Rafael;Maule;29.0
7201;270000.0;0.0;1.993.389.451.657.390;3.198.681.450.404.550;39175.0;2834.0;0.0;0.0;45.0;4.541.608.788.988.500;2.276.608.273.222.430;18.3;40441;Cauquenes;Maule;26.0
7202;270000.0;18.132.464.712.269.200;2.280.130.293.159.600;3.528.563.185.227.920;8416.0;384.0;168.0;235.0;7.0;4.478.371.501.272.260;14.408.602.150.537.600;16.9;8928;Chanco;Maule;3.0
7203;270000.0;0.0;1.538.647.635.176.000;3.284.874.729.353.540;7842.0;425.0;0.0;0.0;0.0;6.192.710.212.919.520;10.571.184.995.737.400;20.4;7571;Pelluhue;Maule;10.0
7301;275000.0;6.804.692.246.576.620;19.509.410.531.516.400;3.274.353.968.424.770;139549.0;6755.0;2002.0;1058.0;415.0;19.320.283.724.446.300;28.440.452.279.997.000;112.3;149136;Curico;Maule;116.0
7302;300000.0;2.823.236.673.365.870;13.819.504.258.780.700;3.941.051.352.172.590;10066.0;383.0;0.0;0.0;0.0;17.137.648.131.267.000;1.951.219.512.195.120;15.4;9657;Hualane;Maule;1.0
7303;300000.0;0.0;18.698.006.074.211.000;24.315.747.719.159.000;6899.0;530.0;144.0;0.0;0.0;1.992.558.908.639.930;12.239.583.333.333.300;24.4;6653;Licanten;Maule;2.0
7304;278000.0;19.032.624.047.789.900;2.568.246.544.258.950;33.469.584.034.623.700;40906.0;2283.0;0.0;0.0;0.0;13.432.835.820.895.500;2.718.707.940.780.610;29.6;45976;Molina;Maule;10.0
7305;275000.0;0.0;16.029.933.044.505.700;4.580.710.148.577.180;8966.0;1190.0;0.0;0.0;0.0;4.406.520.631.686.190;3.312.101.910.828.020;33.9;10484;Rauco;Maule;4.0
